5254,3.0,1,43,1,0
71131,5.0,1,60,1,0
19620,3.0,0,69,1,0
41266,3.0,0,47,1,0
11001,5.0,0,50,1,0
28530,3.0,1,57,1,0
72481,4.0,0,48,1,0
67417,5.0,0,82,1,0
51840,3.0,1,86,1,0
43223,3.0,1,59,1,0
40287,3.0,1,53,1,0
29367,3.0,0,49,3,1
36352,5.0,1,72,1,0
29681,3.0,0,84,1,0
30233,4.0,0,50,1,0
66601,3.0,0,60,2,1
40276,5.0,1,88,2,1
1522,3.0,0,60,1,0
17936,3.0,0,83,1,0
26270,3.0,0,81,1,0
6837,3.0,0,48,3,1
49665,3.0,1,59,1,0
1908,4.0,1,88,1,0
6474,3.0,0,68,1,0
27495,3.0,0,69,2,1
24324,3.0,1,62,1,0
14299,4.0,1,69,1,0
56246,5.0,0,59,1,0
3901,5.0,0,88,1,0
41566,3.0,0,59,1,0
55735,5.0,0,81,1,0
53627,3.0,1,65,1,0
62683,3.0,0,57,1,0
42719,3.0,0,80,1,0
44948,5.0,1,56,1,0
26037,3.0,1,81,2,1
30607,5.0,1,85,1,0
46103,3.0,0,77,1,0
6452,4.0,1,62,1,0
47286,3.0,0,68,1,0
44117,3.0,0,58,1,0
1367,4.0,1,51,1,0
26228,3.0,1,50,3,1
65694,3.0,0,82,1,0
2721,5.0,1,86,2,1
63901,2.0,0,66,1,0
4701,3.0,1,86,1,0
35341,3.0,0,68,4,2
3203,4.0,0,50,1,0
10361,5.0,1,53,1,0
6572,5.0,1,58,1,0
70408,4.0,0,53,1,0
11774,5.0,1,71,1,0
37873,4.0,0,50,1,0
3886,4.0,0,45,2,1
23347,3.0,0,78,4,2
3034,4.0,0,73,1,0
30137,5.0,0,63,1,0
52431,3.0,0,51,1,0
11061,3.0,1,81,1,0
9706,3.0,0,53,1,0
17607,4.0,0,82,1,0
64986,5.0,1,62,1,0
8082,3.0,0,59,1,0
20982,4.0,1,68,2,1
5794,3.0,0,62,1,0
69381,5.0,1,52,1,0
50176,3.0,0,51,1,0
1612,3.0,0,50,1,0
48923,4.0,1,48,1,0
50366,3.0,1,45,1,0
48813,4.0,0,53,1,0
5574,3.0,0,45,1,0
57601,3.0,1,53,1,0
26788,3.0,0,51,1,0
564,3.0,0,58,1,0
3864,4.0,0,82,1,0
19598,3.0,0,79,2,1
19513,3.0,1,84,1,0
74965,4.0,1,82,1,0
42353,3.0,1,47,1,0
13367,5.0,0,51,1,0
38556,3.0,0,52,1,0
51344,3.0,1,58,1,0
28320,4.0,0,70,1,0
56104,3.0,0,71,4,2
68882,4.0,0,59,2,1
75800,4.0,1,45,1,0
13223,3.0,0,85,1,0
62740,3.0,1,46,1,0
67233,3.0,0,82,1,0
49207,2.0,0,70,1,0
19053,5.0,0,60,1,0
38096,3.0,0,83,2,1
46519,4.0,0,47,1,0
2111,5.0,0,84,1,0
69413,3.0,0,51,1,0
53827,3.0,0,50,2,1
40064,5.0,1,49,1,0
33502,2.0,0,47,1,0
15182,3.0,0,80,1,0
13593,5.0,1,84,1,0
15613,3.0,0,84,2,1
75751,4.0,0,49,2,1
71625,2.0,1,66,1,0
37763,4.0,1,48,1,0
10812,5.0,1,59,1,0
67357,5.0,1,58,2,1
49583,4.0,1,47,1,0
45428,3.0,0,45,1,0
9978,3.0,0,60,2,1
44266,2.0,0,51,1,0
47252,3.0,1,58,1,0
57884,3.0,0,61,1,0
24334,5.0,1,54,1,0
58892,4.0,0,55,1,0
40799,4.0,0,57,2,1
33879,5.0,1,48,2,1
24403,3.0,0,69,1,0
51150,5.0,0,69,1,0
7722,5.0,0,82,1,0
71271,4.0,1,81,1,0
56772,3.0,1,53,2,1
65909,5.0,1,63,1,0
8228,3.0,0,50,1,0
52138,3.0,0,83,1,0
22999,4.0,1,57,2,1
29196,2.0,1,71,1,0
10663,3.0,1,58,2,1
65651,3.0,1,62,1,0
17973,3.0,0,67,1,0
10986,5.0,1,52,1,0
19355,4.0,0,79,1,0
75402,3.0,0,87,1,0
52587,2.0,0,70,1,0
41662,3.0,0,69,1,0
73944,3.0,1,61,1,0
3987,2.0,0,84,1,0
40057,3.0,1,71,1,0
76195,3.0,0,76,1,0
12411,3.0,1,66,1,0
15161,3.0,1,80,1,0
59084,5.0,1,85,1,0
53857,3.0,1,54,1,0
42772,3.0,0,84,1,0
5294,4.0,0,56,1,0
56439,5.0,1,76,1,0
29998,5.0,1,85,1,0
76599,3.0,0,58,1,0
27424,3.0,0,46,1,0
45605,3.0,1,46,1,0
75833,3.0,0,49,2,1
57068,3.0,1,64,2,1
70129,4.0,0,51,1,0
14733,5.0,0,47,1,0
71886,3.0,1,79,1,0
7561,3.0,0,55,1,0
59522,4.0,0,71,2,1
44299,3.0,0,83,1,0
29220,2.0,0,54,2,1
15869,5.0,1,68,2,1
51270,4.0,0,61,1,0
14778,5.0,1,84,1,0
19212,5.0,1,70,1,0
70890,2.0,0,90,1,0
31183,3.0,0,54,1,0
46628,4.0,0,76,1,0
44670,5.0,0,45,1,0
70734,4.0,1,97,1,0
47051,4.0,1,86,2,1
17760,5.0,1,87,1,0
8180,3.0,0,60,2,1
24756,3.0,0,63,1,0
56780,3.0,0,51,2,1
59919,5.0,1,57,1,0
18924,3.0,0,52,1,0
42477,2.0,0,70,1,0
50900,3.0,0,60,2,1
11824,3.0,0,76,2,1
51740,3.0,0,48,1,0
51364,5.0,0,57,1,0
64265,3.0,0,51,3,1
46233,5.0,0,51,1,0
41215,4.0,0,50,1,0
47172,3.0,1,47,1,0
53542,4.0,0,68,1,0
2121,5.0,0,59,1,0
77677,5.0,1,49,1,0
38018,3.0,0,80,1,0
29799,5.0,0,86,1,0
565,3.0,0,74,2,1
33473,3.0,0,50,2,1
14628,3.0,1,48,2,1
46339,3.0,1,58,1,0
6352,4.0,1,60,1,0
63568,5.0,0,50,1,0
15317,2.0,1,87,1,0
63035,4.0,0,78,1,0
22942,5.0,1,51,1,0
62212,3.0,1,97,1,0
49252,5.0,1,60,1,0
38520,5.0,1,87,1,0
65459,3.0,1,56,1,0
69109,2.0,0,69,1,0
67985,3.0,1,65,2,1
74040,3.0,0,80,1,0
31049,4.0,0,84,1,0
55523,5.0,1,81,2,1
40579,2.0,1,50,1,0
40211,2.0,0,59,1,0
41982,3.0,0,84,1,0
24286,3.0,0,49,1,0
53696,3.0,1,71,1,0
47130,2.0,0,52,1,0
25340,4.0,0,49,1,0
16794,5.0,1,66,1,0
10399,3.0,0,79,1,0
9095,4.0,1,81,1,0
60624,3.0,0,47,1,0
30188,3.0,0,67,2,1
19292,3.0,0,60,1,0
58780,4.0,1,76,1,0
33674,5.0,1,53,1,0
17128,3.0,0,77,1,0
28127,2.0,0,85,1,0
42650,4.0,1,45,1,0
58393,5.0,1,49,1,0
72037,3.0,0,62,1,0
33736,3.0,0,52,2,1
51260,3.0,0,59,1,0
21326,5.0,1,59,1,0
7784,4.0,0,46,1,0
33540,3.0,1,65,1,0
14669,3.0,0,79,1,0
53267,4.0,0,84,1,0
51294,3.0,0,72,2,1
4208,4.0,1,80,1,0
64266,5.0,1,70,1,0
57995,2.0,0,64,1,0
76317,4.0,1,49,1,0
32169,3.0,0,47,1,0
22403,3.0,1,54,1,0
18775,3.0,0,58,1,0
7007,5.0,0,53,1,0
58836,4.0,0,67,1,0
67403,4.0,0,67,3,1
34371,5.0,0,75,2,1
17603,3.0,0,84,1,0
72636,3.0,0,70,1,0
44193,3.0,0,49,1,0
41162,5.0,0,51,1,0
42939,3.0,0,51,1,0
37227,4.0,0,58,1,0
34986,3.0,0,52,1,0
10473,5.0,0,57,1,0
42833,3.0,0,57,1,0
39224,5.0,0,95,1,0
34148,4.0,1,70,1,0
65558,3.0,0,52,1,0
63986,3.0,0,57,1,0
31641,3.0,1,81,1,0
45087,5.0,0,50,1,0
63354,3.0,0,79,1,0
41610,3.0,0,70,3,1
10376,3.0,0,86,1,0
11414,4.0,0,59,1,0
32884,4.0,1,47,2,1
71007,3.0,0,82,1,0
43891,2.0,0,88,1,0
26769,3.0,0,59,1,0
23022,2.0,0,70,1,0
56684,4.0,0,62,3,1
24951,4.0,1,58,1,0
8810,4.0,1,60,1,0
77266,3.0,1,89,1,0
33334,4.0,0,52,1,0
29911,3.0,1,85,1,0
42142,3.0,0,58,1,0
29467,3.0,0,47,1,0
11784,3.0,0,66,1,0
29776,5.0,0,56,1,0
10563,4.0,0,60,1,0
6736,2.0,0,54,1,0
441,5.0,1,54,1,0
14980,5.0,1,60,3,1
13549,3.0,0,48,1,0
1348,3.0,0,90,1,0
14948,3.0,0,82,1,0
12723,3.0,0,50,1,0
22827,3.0,0,51,1,0
30527,3.0,0,72,1,0
38928,3.0,0,50,2,1
17420,3.0,0,51,1,0
72878,3.0,0,70,1,0
43657,4.0,0,50,1,0
38588,3.0,0,67,1,0
55236,5.0,1,57,1,0
339,5.0,1,46,1,0
30270,5.0,1,64,1,0
52076,3.0,0,55,1,0
36458,3.0,1,46,1,0
27999,5.0,1,86,1,0
57114,3.0,0,62,1,0
25603,4.0,0,75,1,0
71930,5.0,1,50,1,0
23945,3.0,1,48,1,0
22469,5.0,0,85,1,0
34891,3.0,0,58,1,0
17506,5.0,1,82,2,1
32124,3.0,0,87,1,0
48160,3.0,0,87,1,0
30792,3.0,1,49,1,0
76840,5.0,1,47,1,0
27844,3.0,0,56,3,1
32595,3.0,0,49,1,0
68808,3.0,0,47,1,0
66391,4.0,1,47,1,0
18212,3.0,0,51,4,2
51051,4.0,0,60,1,0
60375,5.0,0,74,1,0
8495,3.0,0,54,1,0
61193,3.0,1,63,1,0
18612,3.0,0,48,1,0
50665,4.0,0,72,1,0
50512,4.0,0,82,1,0
6621,4.0,0,59,1,0
10992,5.0,1,45,1,0
10742,3.0,0,57,1,0
33326,2.0,0,81,1,0
28711,5.0,1,54,1,0
16466,5.0,0,63,1,0
71692,4.0,0,43,1,0
60158,3.0,1,62,1,0
5296,3.0,0,47,1,0
1415,3.0,0,76,1,0
376,3.0,1,86,1,0
11139,5.0,1,68,1,0
21667,3.0,0,80,1,0
52771,4.0,0,46,1,0
30283,5.0,0,88,1,0
33431,3.0,0,49,1,0
10860,3.0,1,85,1,0
76614,3.0,0,83,1,0
52246,2.0,1,45,1,0
16337,3.0,0,68,1,0
21160,5.0,1,94,1,0
30888,3.0,0,64,1,0
41543,3.0,0,60,1,0
68619,4.0,0,80,1,0
46124,3.0,1,54,1,0
9454,3.0,1,67,2,1
48316,5.0,1,51,1,0
61103,4.0,0,78,1,0
46772,4.0,0,84,1,0
62688,4.0,0,45,1,0
53821,3.0,1,80,3,1
67083,4.0,0,52,1,0
10508,5.0,1,64,2,1
42182,4.0,1,81,1,0
51295,5.0,0,71,2,1
26017,2.0,0,70,1,0
38656,3.0,0,62,1,0
1210,3.0,0,46,2,1
52205,2.0,0,77,1,0
18776,5.0,1,58,1,0
39588,4.0,0,55,1,0
2066,3.0,0,81,1,0
7952,4.0,0,52,1,0
28286,3.0,0,54,1,0
15837,5.0,0,45,2,1
41908,4.0,1,50,1,0
28766,3.0,0,46,1,0
35922,3.0,0,60,1,0
44582,3.0,0,61,2,1
42485,5.0,1,81,1,0
71289,3.0,0,83,1,0
47556,5.0,1,52,1,0
27264,3.0,1,66,1,0
50266,5.0,1,86,1,0
77122,5.0,0,63,1,0
45635,3.0,0,44,2,1
57502,4.0,0,74,1,0
26262,3.0,0,56,1,0
74374,3.0,0,59,1,0
34661,2.0,1,84,1,0
38450,5.0,1,71,1,0
31134,4.0,1,54,1,0
27968,4.0,0,57,2,1
36271,2.0,0,76,1,0
3316,3.0,0,58,1,0
35219,3.0,0,51,1,0
52701,3.0,0,60,2,1
8654,4.0,0,60,1,0
7551,2.0,0,83,2,1
18778,5.0,0,63,1,0
74667,3.0,0,49,1,0
57527,4.0,0,86,2,1
1726,3.0,0,48,1,0
60191,5.0,0,60,1,0
30623,2.0,1,53,1,0
67366,3.0,1,68,3,1
38917,4.0,0,49,1,0
15689,5.0,1,86,1,0
18286,3.0,1,66,1,0
63660,3.0,1,70,1,0
32232,4.0,0,49,1,0
56976,3.0,0,47,1,0
64644,5.0,1,61,1,0
39204,4.0,1,83,1,0
47141,5.0,0,52,1,0
26883,5.0,0,87,3,1
9890,3.0,0,60,3,1
50095,3.0,0,49,1,0
16145,3.0,0,51,1,0
24190,3.0,0,78,1,0
17777,3.0,0,53,1,0
3339,3.0,0,78,1,0
11436,3.0,0,82,1,0
40457,4.0,1,55,1,0
4730,4.0,1,85,1,0
10380,3.0,0,57,1,0
6891,4.0,0,82,1,0
40575,3.0,0,70,1,0
60937,3.0,0,82,1,0
50037,3.0,0,82,1,0
3066,4.0,0,49,1,0
18712,3.0,0,56,1,0
68494,3.0,0,57,1,0
74119,5.0,1,48,1,0
76254,3.0,0,73,4,2
49402,4.0,0,50,1,0
8141,2.0,0,77,1,0
3076,4.0,1,58,1,0
14390,3.0,0,78,1,0
66964,3.0,0,72,2,1
67091,3.0,0,84,1,0
13164,3.0,1,82,1,0
21190,3.0,0,51,3,1
21432,5.0,0,62,2,1
2096,4.0,0,52,3,1
53808,5.0,0,46,1,0
9751,3.0,1,50,2,1
59105,5.0,1,57,1,0
76796,5.0,1,70,1,0
49192,3.0,0,77,1,0
45888,3.0,0,56,1,0
12492,3.0,0,60,1,0
72963,3.0,0,57,2,1
53303,4.0,1,64,1,0
53081,3.0,0,46,1,0
23930,3.0,0,51,1,0
51938,3.0,0,61,1,0
29280,3.0,0,52,1,0
7689,5.0,0,48,1,0
16924,5.0,0,75,2,1
40162,3.0,0,85,1,0
8648,5.0,0,47,1,0
57036,2.0,1,44,1,0
69859,3.0,1,46,1,0
31492,3.0,1,85,1,0
3964,2.0,1,49,1,0
20962,3.0,1,85,2,1
16434,5.0,0,61,1,0
28860,3.0,0,81,1,0
28665,3.0,0,54,1,0
1561,4.0,0,54,1,0
72856,3.0,0,58,1,0
28596,2.0,0,52,2,1
52840,3.0,0,59,1,0
73807,4.0,0,70,1,0
1089,5.0,0,50,1,0
20345,5.0,1,83,2,1
59325,5.0,0,49,1,0
45294,4.0,1,76,1,0
61412,2.0,0,53,1,0
29033,4.0,1,91,1,0
41735,3.0,0,45,2,1
64996,3.0,1,84,1,0
10388,3.0,0,50,1,0
20001,3.0,1,61,1,0
47942,3.0,0,50,1,0
5232,3.0,1,52,1,0
7097,3.0,0,50,1,0
61335,5.0,0,46,2,1
61360,4.0,0,87,1,0
429,3.0,1,65,1,0
54187,3.0,0,53,1,0
18493,5.0,0,82,1,0
23130,4.0,0,46,1,0
16180,3.0,0,46,1,0
5133,5.0,1,77,2,1
54456,3.0,1,59,1,0
62197,5.0,0,51,1,0
50861,4.0,0,63,1,0
40356,4.0,1,58,1,0
68967,5.0,1,85,1,0
49181,4.0,0,59,1,0
19572,5.0,1,62,1,0
58731,2.0,0,68,1,0
32167,3.0,0,71,1,0
3435,5.0,0,49,1,0
7389,3.0,0,58,3,1
44860,4.0,1,57,1,0
72065,3.0,0,57,1,0
49353,3.0,1,60,1,0
42688,3.0,1,83,1,0
4019,5.0,0,74,1,0
64023,5.0,0,58,1,0
30034,3.0,0,46,1,0
6907,5.0,0,90,2,1
14810,3.0,0,75,1,0
17629,3.0,0,46,2,1
7003,5.0,0,54,1,0
59100,4.0,0,55,1,0
73651,4.0,0,60,1,0
65300,3.0,0,46,1,0
38796,3.0,0,63,1,0
17133,5.0,1,46,1,0
10552,3.0,1,62,1,0
58271,5.0,1,49,1,0
42387,3.0,0,52,1,0
19737,3.0,0,78,1,0
35156,3.0,0,45,1,0
68576,5.0,1,57,1,0
62951,3.0,0,67,5,2
76794,5.0,0,57,2,1
39736,3.0,1,75,1,0
73402,4.0,1,74,1,0
30749,3.0,1,67,2,1
49089,2.0,1,62,1,0
57203,3.0,0,53,1,0
37385,3.0,0,54,2,1
14101,3.0,1,67,3,1
31036,5.0,1,54,1,0
66566,3.0,0,47,1,0
2283,5.0,1,60,1,0
35086,3.0,1,49,1,0
66082,3.0,0,60,1,0
34105,2.0,0,56,1,0
14599,3.0,0,49,1,0
21293,4.0,0,48,1,0
44127,5.0,1,82,1,0
17522,3.0,0,50,3,1
23708,2.0,0,49,3,1
64845,4.0,0,59,1,0
38638,3.0,0,45,1,0
62916,5.0,1,91,1,0
18984,3.0,1,73,1,0
35872,3.0,0,50,1,0
8019,3.0,0,80,1,0
6358,4.0,0,62,1,0
53023,5.0,0,63,2,1
32026,3.0,0,64,1,0
32170,3.0,0,48,1,0
46737,3.0,0,53,1,0
21112,2.0,0,80,1,0
12594,5.0,1,66,2,1
9049,3.0,0,72,2,1
48577,2.0,0,66,1,0
9087,3.0,0,49,1,0
74296,5.0,0,50,1,0
13640,3.0,1,62,1,0
65412,3.0,0,59,2,1
17816,4.0,0,80,1,0
50036,3.0,0,81,2,1
34158,3.0,0,54,1,0
30033,3.0,0,83,1,0
74401,5.0,1,67,1,0
73296,2.0,0,49,1,0
41847,3.0,0,80,1,0
28456,3.0,1,56,1,0
55643,3.0,0,49,1,0
40689,5.0,1,59,1,0
41087,3.0,0,71,1,0
56409,3.0,0,77,1,0
28892,5.0,1,59,1,0
22658,3.0,1,61,1,0
34021,3.0,1,48,1,0
29419,3.0,0,84,1,0
65630,3.0,0,48,1,0
18809,4.0,1,50,1,0
59695,4.0,1,57,1,0
39585,4.0,1,60,1,0
30356,3.0,0,59,1,0
78175,4.0,1,50,1,0
23668,5.0,0,48,1,0
50441,4.0,0,81,1,0
52311,3.0,0,52,1,0
19576,3.0,0,49,2,1
39982,5.0,1,50,1,0
23338,4.0,0,50,1,0
58769,3.0,1,53,1,0
65210,3.0,0,87,2,1
70168,3.0,1,53,1,0
44136,3.0,0,84,2,1
19098,4.0,0,85,1,0
19826,5.0,1,68,2,1
68896,5.0,0,58,2,1
22540,3.0,0,53,2,1
52630,3.0,0,58,2,1
42249,4.0,1,49,1,0
41645,3.0,0,50,1,0
60352,4.0,1,58,1,0
24168,3.0,0,83,1,0
77703,3.0,0,83,2,1
52005,5.0,1,64,2,1
22821,3.0,0,47,1,0
33963,2.0,0,47,1,0
55903,3.0,0,58,1,0
70360,5.0,1,71,1,0
21163,3.0,1,49,1,0
52351,3.0,0,48,2,1
57632,5.0,1,57,1,0
67448,3.0,0,46,1,0
21018,3.0,1,62,1,0
30307,3.0,1,86,3,1
51006,5.0,1,60,1,0
59242,3.0,1,77,1,0
19353,2.0,0,64,1,0
25940,3.0,0,48,3,1
33400,4.0,0,51,1,0
46896,5.0,1,46,1,0
65389,4.0,0,47,1,0
31886,3.0,0,66,2,1
62107,3.0,0,52,1,0
62662,3.0,0,52,1,0
77743,3.0,0,76,2,1
54888,4.0,0,48,1,0
6878,3.0,0,69,2,1
71343,4.0,1,67,2,1
64742,3.0,1,44,2,1
31110,3.0,0,50,1,0
22290,5.0,1,45,1,0
5238,4.0,1,82,1,0
17481,5.0,1,59,3,1
16426,3.0,0,83,1,0
45701,3.0,0,67,1,0
65943,3.0,1,55,1,0
23605,4.0,1,77,1,0
65623,3.0,0,66,1,0
8693,3.0,0,50,1,0
77061,2.0,1,72,4,2
50458,3.0,0,46,2,1
50405,3.0,0,50,1,0
29954,4.0,0,85,2,1
27369,3.0,0,89,2,1
34266,5.0,0,85,2,1
69082,3.0,0,57,2,1
54481,3.0,0,63,1,0
16986,3.0,0,62,1,0
21502,4.0,1,58,1,0
26676,5.0,1,46,1,0
54360,5.0,1,56,2,1
14467,4.0,0,50,1,0
58255,3.0,0,45,2,1
46322,4.0,1,49,1,0
49734,3.0,0,81,3,1
18985,3.0,0,71,4,2
51064,3.0,0,62,1,0
24677,5.0,1,47,1,0
52765,4.0,0,59,1,0
46466,3.0,0,50,1,0
9307,4.0,1,58,1,0
45619,3.0,1,49,1,0
1110,3.0,0,51,3,1
928,3.0,0,48,1,0
24625,3.0,0,47,1,0
16069,4.0,1,83,1,0
59733,5.0,1,56,1,0
8710,2.0,0,77,1,0
28479,4.0,0,63,2,1
73983,5.0,0,70,2,1
57108,5.0,1,84,1,0
7195,3.0,0,51,2,1
52665,3.0,0,69,2,1
37573,3.0,1,58,1,0
68267,2.0,1,78,1,0
40855,3.0,0,49,1,0
61710,3.0,0,54,1,0
14955,4.0,0,46,1,0
77531,3.0,0,51,1,0
5885,3.0,0,45,1,0
31444,5.0,0,73,1,0
12927,3.0,0,48,1,0
3718,4.0,1,68,1,0
718,2.0,0,44,3,1
813,4.0,0,71,2,1
2005,3.0,1,60,1,0
38391,3.0,1,45,1,0
62502,3.0,0,57,1,0
30320,3.0,0,56,1,0
71236,5.0,0,61,1,0
7361,5.0,1,60,1,0
24579,3.0,1,53,1,0
75383,2.0,0,51,1,0
3994,3.0,0,50,1,0
56762,5.0,1,57,1,0
21572,4.0,0,51,1,0
49902,3.0,0,82,1,0
46473,5.0,1,84,1,0
66123,5.0,1,55,1,0
63361,3.0,0,62,1,0
30949,2.0,0,75,1,0
65248,4.0,1,87,1,0
5320,3.0,0,46,1,0
6158,3.0,0,58,1,0
3570,4.0,0,63,1,0
12033,5.0,1,62,1,0
61175,4.0,1,80,1,0
49816,3.0,0,59,2,1
8824,3.0,0,85,2,1
57352,4.0,0,71,3,1
50294,3.0,0,44,2,1
76037,3.0,1,82,1,0
19245,3.0,0,46,2,1
1610,3.0,0,57,2,1
33835,3.0,0,50,1,0
61018,3.0,0,50,1,0
16908,4.0,0,62,1,0
20068,3.0,0,54,2,1
30534,4.0,0,89,1,0
29500,4.0,0,46,1,0
33834,3.0,0,83,2,1
54535,4.0,0,51,1,0
17853,5.0,1,79,1,0
30139,2.0,0,75,1,0
27401,3.0,0,81,1,0
42042,3.0,0,75,1,0
24099,5.0,1,85,1,0
7180,3.0,0,70,1,0
35814,5.0,1,49,1,0
44779,3.0,0,63,1,0
29222,3.0,0,67,3,1
50994,3.0,1,73,3,1
1276,4.0,0,55,1,0
22054,3.0,0,51,1,0
31041,5.0,1,52,2,1
64122,3.0,0,68,2,1
76830,3.0,1,59,1,0
24188,3.0,0,80,1,0
1749,3.0,1,85,2,1
74749,4.0,0,58,2,1
24091,5.0,1,86,1,0
69671,3.0,0,70,1,0
31902,3.0,0,80,2,1
48217,3.0,0,89,1,0
10292,3.0,1,45,1,0
61474,2.0,1,49,1,0
54053,3.0,0,65,1,0
65465,5.0,0,82,1,0
26232,3.0,0,83,1,0
54413,5.0,0,51,1,0
59365,5.0,0,85,1,0
45470,5.0,0,56,1,0
12571,4.0,0,59,1,0
31518,4.0,1,76,1,0
49208,5.0,1,60,1,0
31515,3.0,0,45,2,1
43824,3.0,0,87,1,0
18600,3.0,0,77,1,0
49494,3.0,1,70,3,1
76821,4.0,1,88,1,0
11378,3.0,0,49,1,0
32242,2.0,1,78,1,0
16142,3.0,0,78,1,0
1250,3.0,0,66,1,0
6366,3.0,0,80,1,0
65786,4.0,0,58,1,0
52386,3.0,1,50,1,0
71833,3.0,0,66,1,0
1327,3.0,0,49,1,0
2383,3.0,0,50,1,0
67658,3.0,0,84,1,0
24637,4.0,0,50,1,0
67379,4.0,1,51,1,0
37712,3.0,0,72,2,1
66799,2.0,0,73,1,0
16875,3.0,0,47,1,0
16517,3.0,0,72,1,0
46895,5.0,0,50,1,0
46351,5.0,1,53,1,0
25883,2.0,1,58,1,0
67480,5.0,1,44,1,0
13471,4.0,1,89,3,1
48370,4.0,1,51,2,1
1183,3.0,0,86,2,1
66776,5.0,0,84,1,0
53366,4.0,0,81,1,0
77194,3.0,0,69,1,0
56386,4.0,1,69,1,0
44243,3.0,0,88,1,0
68929,2.0,0,63,1,0
47990,3.0,1,53,2,1
42308,2.0,0,44,1,0
34787,4.0,1,65,1,0
30673,4.0,0,61,1,0
20454,3.0,0,60,1,0
14255,5.0,1,49,1,0
695,3.0,0,50,1,0
62976,5.0,1,63,1,0
16198,3.0,0,49,1,0
18019,5.0,0,52,1,0
37984,4.0,0,52,1,0
2425,3.0,0,55,1,0
40814,3.0,0,77,1,0
23800,3.0,0,72,1,0
32889,5.0,1,69,1,0
11336,5.0,0,55,1,0
3455,5.0,0,50,1,0
58459,3.0,0,87,1,0
34222,2.0,0,47,1,0
19756,4.0,0,69,1,0
22506,2.0,0,87,2,1
7488,3.0,0,83,1,0
42978,3.0,0,86,1,0
57052,3.0,0,49,1,0
10424,3.0,0,69,1,0
70644,5.0,1,60,1,0
42310,5.0,0,88,1,0
55184,5.0,1,57,2,1
19061,3.0,0,74,1,0
72225,3.0,0,78,2,1
65816,3.0,0,58,1,0
33424,3.0,0,74,3,1
73061,5.0,1,52,1,0
57307,3.0,1,48,1,0
16751,4.0,0,51,1,0
31709,2.0,0,45,2,1
46319,3.0,1,47,2,1
32544,3.0,0,58,1,0
29042,3.0,1,60,1,0
66787,3.0,1,95,1,0
58208,5.0,1,83,1,0
53176,3.0,0,80,1,0
6100,2.0,0,59,1,0
46547,3.0,0,73,1,0
25467,5.0,1,54,1,0
7474,3.0,0,60,1,0
5010,4.0,1,76,1,0
16790,5.0,0,53,1,0
