7722,R&D,Masters & above,region_26,m,other,29.0,4,0
71271,Technology,Masters & above,region_13,f,other,37.0,7,0
56772,Sales & Marketing,Bachelors,region_22,m,other,23.0,1,0
65909,Operations,Bachelors,region_2,f,other,47.0,2,0
8228,Sales & Marketing,Bachelors,region_14,m,sourcing,31.0,3,0
52138,Analytics,Bachelors,region_16,m,other,28.0,4,0
22999,Finance,Masters & above,region_28,f,other,32.0,6,0
29196,Procurement,Bachelors,region_27,f,other,33.0,4,0
10663,Legal,Bachelors,region_6,m,sourcing,28.0,1,0
65651,Legal,Bachelors,region_2,m,other,32.0,1,0
17973,Operations,Bachelors,region_6,m,sourcing,34.0,10,0
10986,Sales & Marketing,Bachelors,region_7,m,sourcing,38.0,3,0
19355,Technology,Bachelors,region_33,m,other,28.0,5,0
75402,Analytics,Masters & above,region_24,m,other,34.0,3,0
52587,Procurement,Bachelors,region_2,m,other,44.0,16,1
41662,Procurement,Bachelors,region_20,m,sourcing,28.0,4,0
73944,Operations,Bachelors,region_27,f,other,31.0,5,0
3987,Analytics,Bachelors,region_29,m,other,34.0,5,0
40057,Procurement,Below Secondary,region_2,m,other,22.0,2,0
76195,Procurement,Bachelors,region_2,m,other,20.0,1,0
12411,Procurement,Bachelors,region_11,f,other,32.0,7,0
15161,Technology,Masters & above,region_2,f,other,43.0,6,0
59084,Analytics,Masters & above,region_2,f,other,42.0,13,0
53857,HR,Bachelors,region_7,m,other,41.0,8,0
42772,Technology,Bachelors,region_11,f,other,27.0,2,0
5294,Finance,Bachelors,region_2,m,sourcing,41.0,9,0
56439,Technology,Bachelors,region_23,m,other,26.0,2,0
29998,Analytics,Bachelors,region_34,m,other,35.0,10,0
76599,Sales & Marketing,Bachelors,region_28,f,sourcing,28.0,3,0
27424,HR,Bachelors,region_2,f,sourcing,50.0,9,0
45605,Sales & Marketing,Masters & above,region_22,m,other,29.0,1,0
75833,Sales & Marketing,Masters & above,region_7,m,other,37.0,10,0
57068,Operations,Bachelors,region_4,m,other,35.0,8,0
70129,Sales & Marketing,Masters & above,region_28,f,other,29.0,4,0
14733,Sales & Marketing,Bachelors,region_6,f,sourcing,36.0,8,0
71886,Technology,Below Secondary,region_5,m,other,22.0,1,0
7561,Finance,Bachelors,region_2,m,other,36.0,3,0
59522,Operations,Bachelors,region_22,f,other,37.0,2,0
44299,Analytics,Bachelors,region_29,m,other,30.0,4,0
29220,Finance,Bachelors,region_2,m,sourcing,26.0,2,0
15869,Procurement,Bachelors,region_13,f,sourcing,28.0,3,0
51270,Operations,Bachelors,region_15,m,other,49.0,9,0
14778,Analytics,Bachelors,region_22,m,other,29.0,2,0
19212,Procurement,Masters & above,region_21,m,other,35.0,7,0
70890,Technology,Bachelors,region_24,m,other,32.0,6,0
31183,Sales & Marketing,Masters & above,region_28,f,sourcing,42.0,4,0
46628,Technology,Masters & above,region_4,m,other,37.0,5,0
44670,Sales & Marketing,Bachelors,region_29,m,other,28.0,2,0
70734,Procurement,Bachelors,region_15,m,other,38.0,2,0
47051,Analytics,Bachelors,region_2,m,sourcing,39.0,5,0
17760,Analytics,Bachelors,region_27,m,other,28.0,2,0
8180,Operations,Bachelors,region_14,m,other,34.0,10,0
24756,Operations,Bachelors,region_22,f,other,37.0,3,0
56780,Sales & Marketing,Masters & above,region_2,f,sourcing,38.0,6,0
59919,Finance,Bachelors,region_2,f,sourcing,24.0,2,0
18924,Sales & Marketing,Masters & above,region_11,m,other,36.0,7,0
42477,Procurement,Bachelors,region_2,m,other,41.0,15,1
50900,Operations,Bachelors,region_22,m,other,29.0,1,0
11824,Technology,Masters & above,region_2,f,sourcing,33.0,15,1
51740,Sales & Marketing,Bachelors,region_12,f,sourcing,29.0,1,0
51364,Operations,Bachelors,region_22,f,other,29.0,3,0
64265,Sales & Marketing,Bachelors,region_13,f,sourcing,31.0,5,0
46233,Sales & Marketing,Bachelors,region_28,m,sourcing,31.0,7,0
41215,Sales & Marketing,Bachelors,region_25,f,sourcing,31.0,3,0
47172,Sales & Marketing,Bachelors,region_26,m,other,32.0,4,0
53542,Procurement,Bachelors,region_26,f,other,49.0,8,0
2121,Operations,Masters & above,region_2,m,other,42.0,11,0
77677,Sales & Marketing,Bachelors,region_11,m,other,32.0,7,0
38018,Analytics,Bachelors,region_11,m,other,30.0,4,0
29799,Analytics,Bachelors,region_4,m,other,32.0,8,0
565,Procurement,Bachelors,region_1,f,sourcing,29.0,2,0
33473,Sales & Marketing,Bachelors,region_2,m,sourcing,31.0,6,0
14628,Sales & Marketing,Bachelors,region_20,m,other,27.0,1,0
46339,Operations,Bachelors,region_34,m,other,30.0,2,0
6352,Operations,Bachelors,region_2,f,sourcing,48.0,8,0
63568,Sales & Marketing,Bachelors,region_2,m,sourcing,39.0,12,0
15317,Analytics,Masters & above,region_23,m,sourcing,35.0,7,0
63035,Technology,Bachelors,region_2,f,other,47.0,7,0
22942,Sales & Marketing,Masters & above,region_31,m,other,46.0,3,0
62212,Procurement,Masters & above,region_31,f,other,37.0,2,0
49252,Operations,Bachelors,region_19,m,other,26.0,6,0
38520,Technology,Bachelors,region_6,f,sourcing,31.0,4,0
65459,Operations,Bachelors,region_27,m,other,26.0,1,0
69109,Procurement,Bachelors,region_20,f,other,28.0,4,0
67985,Operations,Masters & above,region_4,f,sourcing,36.0,6,0
74040,Technology,Masters & above,region_24,f,other,35.0,7,0
31049,Analytics,Bachelors,region_13,m,sourcing,34.0,9,0
55523,Analytics,Masters & above,region_2,m,sourcing,33.0,6,0
40579,Sales & Marketing,Masters & above,region_22,m,sourcing,29.0,5,0
40211,Operations,Bachelors,region_13,m,other,36.0,9,0
41982,R&D,Bachelors,region_2,m,sourcing,30.0,4,0
24286,HR,Masters & above,region_2,f,other,40.0,10,0
53696,Procurement,Bachelors,region_15,m,other,38.0,4,0
47130,Sales & Marketing,Bachelors,region_11,m,other,36.0,5,0
25340,Sales & Marketing,Bachelors,region_2,m,other,41.0,9,0
16794,Procurement,Masters & above,region_22,m,other,33.0,5,0
10399,Technology,Bachelors,region_31,m,sourcing,29.0,4,0
9095,Operations,Masters & above,region_22,f,other,33.0,8,0
60624,Sales & Marketing,Masters & above,region_7,f,other,41.0,2,0
30188,Procurement,Masters & above,region_2,m,other,41.0,10,0
19292,Operations,Masters & above,region_13,m,other,41.0,4,0
58780,Technology,Bachelors,region_7,f,other,28.0,5,0
33674,Sales & Marketing,Masters & above,region_7,f,sourcing,32.0,7,0
17128,Technology,Bachelors,region_8,m,other,25.0,3,0
28127,Technology,Below Secondary,region_13,f,sourcing,24.0,2,0
42650,Sales & Marketing,Bachelors,region_7,m,other,53.0,10,0
58393,Sales & Marketing,Masters & above,region_25,m,sourcing,38.0,12,0
72037,Legal,Bachelors,region_22,m,sourcing,31.0,3,0
33736,Sales & Marketing,Bachelors,region_2,f,other,51.0,17,1
51260,Operations,Masters & above,region_14,m,sourcing,42.0,4,0
21326,Operations,Masters & above,region_2,m,other,33.0,16,1
7784,Sales & Marketing,Bachelors,region_4,m,other,48.0,9,0
33540,Procurement,Masters & above,region_2,m,sourcing,33.0,2,0
14669,Technology,Bachelors,region_26,m,referred,27.0,1,0
53267,R&D,Bachelors,region_26,m,other,31.0,6,0
51294,Procurement,Masters & above,region_22,m,sourcing,33.0,3,0
4208,Technology,Masters & above,region_7,m,referred,36.0,4,0
64266,Procurement,Masters & above,region_11,f,other,38.0,4,0
57995,Procurement,Bachelors,region_5,m,other,36.0,4,0
76317,Sales & Marketing,Bachelors,region_2,f,sourcing,50.0,21,1
32169,Sales & Marketing,Bachelors,region_14,m,sourcing,40.0,3,0
22403,Finance,Below Secondary,region_28,f,other,26.0,2,0
18775,Operations,Bachelors,region_20,m,sourcing,27.0,3,0
7007,Sales & Marketing,Masters & above,region_27,m,other,54.0,21,1
58836,Finance,Bachelors,region_26,f,other,29.0,7,0
67403,Procurement,Bachelors,region_2,m,sourcing,31.0,4,0
34371,Technology,Masters & above,region_2,m,other,45.0,15,1
17603,Analytics,Bachelors,region_26,m,sourcing,29.0,1,0
72636,Procurement,Masters & above,region_22,m,other,39.0,5,0
44193,Sales & Marketing,Bachelors,region_22,m,other,20.0,1,0
41162,Sales & Marketing,Bachelors,region_22,m,other,28.0,2,0
42939,Sales & Marketing,Bachelors,region_30,m,other,42.0,4,0
37227,Operations,Bachelors,region_7,m,other,33.0,3,0
34986,Sales & Marketing,Bachelors,region_15,m,sourcing,33.0,4,0
10473,Finance,Bachelors,region_2,m,sourcing,25.0,2,0
42833,Operations,Bachelors,region_31,m,other,29.0,2,0
39224,Technology,Bachelors,region_27,m,other,28.0,2,0
34148,Procurement,Masters & above,region_13,m,other,33.0,3,0
65558,HR,Bachelors,region_15,m,sourcing,32.0,6,0
63986,Operations,Masters & above,region_20,f,other,32.0,5,0
31641,Analytics,Bachelors,region_2,m,other,37.0,4,0
45087,Sales & Marketing,Bachelors,region_31,m,other,35.0,8,0
63354,Technology,Bachelors,region_2,f,other,33.0,12,0
41610,Procurement,Bachelors,region_1,m,other,28.0,2,0
10376,Analytics,Bachelors,region_31,m,other,39.0,10,0
11414,Operations,Masters & above,region_27,m,other,40.0,11,0
32884,Sales & Marketing,Masters & above,region_2,m,other,36.0,9,0
71007,Technology,Bachelors,region_26,m,other,36.0,11,0
43891,Analytics,Bachelors,region_26,m,other,30.0,5,0
26769,Legal,Bachelors,region_13,m,sourcing,43.0,9,0
23022,Operations,Bachelors,region_4,f,sourcing,39.0,11,0
56684,Operations,Masters & above,region_7,f,other,32.0,6,0
24951,Operations,Bachelors,region_15,m,other,43.0,11,0
8810,Operations,Bachelors,region_2,f,sourcing,34.0,6,0
77266,Analytics,Bachelors,region_15,m,sourcing,29.0,1,0
33334,Sales & Marketing,Bachelors,region_22,m,other,47.0,9,0
29911,Analytics,Masters & above,region_4,m,other,38.0,9,0
42142,Operations,Bachelors,region_30,f,sourcing,30.0,6,0
29467,Sales & Marketing,Bachelors,region_27,f,other,29.0,3,0
11784,Procurement,Bachelors,region_16,m,other,36.0,9,0
29776,Operations,Masters & above,region_22,m,other,40.0,7,0
10563,Legal,Bachelors,region_11,m,sourcing,33.0,3,0
6736,Operations,Bachelors,region_22,f,sourcing,35.0,5,0
441,Sales & Marketing,Bachelors,region_2,m,sourcing,23.0,2,0
14980,Finance,Bachelors,region_22,m,other,26.0,2,0
13549,Sales & Marketing,Bachelors,region_24,m,sourcing,38.0,8,0
1348,Analytics,Masters & above,region_22,m,sourcing,38.0,10,0
14948,Technology,Bachelors,region_15,m,sourcing,29.0,6,0
12723,Sales & Marketing,Bachelors,region_27,m,sourcing,23.0,1,0
22827,Sales & Marketing,Bachelors,region_7,f,sourcing,41.0,4,0
30527,Procurement,Bachelors,region_24,m,other,29.0,1,0
38928,Sales & Marketing,Bachelors,region_5,m,sourcing,29.0,2,0
17420,Sales & Marketing,Masters & above,region_9,m,other,31.0,9,0
72878,Procurement,Masters & above,region_17,f,other,33.0,4,0
43657,Sales & Marketing,Bachelors,region_26,m,other,24.0,3,0
38588,Procurement,Masters & above,region_22,m,other,50.0,15,1
55236,Legal,Masters & above,region_2,m,sourcing,36.0,4,0
339,Sales & Marketing,Bachelors,region_13,m,other,36.0,10,0
30270,Operations,Bachelors,region_2,f,sourcing,42.0,14,1
52076,Sales & Marketing,Bachelors,region_15,m,sourcing,45.0,14,1
36458,Sales & Marketing,Bachelors,region_4,m,other,30.0,2,0
27999,Analytics,Bachelors,region_6,m,sourcing,28.0,2,0
57114,Operations,Masters & above,region_22,f,sourcing,46.0,16,1
25603,Technology,Masters & above,region_16,f,other,33.0,14,1
71930,HR,Masters & above,region_28,m,sourcing,35.0,10,0
23945,Sales & Marketing,Bachelors,region_2,f,other,33.0,2,0
22469,Analytics,Masters & above,region_28,m,sourcing,35.0,7,0
34891,Operations,Bachelors,region_29,m,other,30.0,7,0
17506,Technology,Bachelors,region_7,m,sourcing,27.0,4,0
32124,Analytics,Bachelors,region_32,f,sourcing,29.0,4,0
48160,Analytics,Bachelors,region_31,m,other,34.0,3,0
30792,Sales & Marketing,Masters & above,region_4,m,other,40.0,2,0
76840,Sales & Marketing,Masters & above,region_26,m,sourcing,33.0,4,0
27844,Finance,Masters & above,region_2,f,other,40.0,4,0
32595,Sales & Marketing,Bachelors,region_15,m,other,34.0,6,0
68808,Sales & Marketing,Bachelors,region_2,f,sourcing,25.0,1,0
66391,Sales & Marketing,Bachelors,region_7,m,sourcing,28.0,6,0
18212,Sales & Marketing,Bachelors,region_33,m,sourcing,29.0,8,0
51051,Sales & Marketing,Bachelors,region_14,m,sourcing,41.0,4,0
60375,Finance,Masters & above,region_2,m,sourcing,43.0,15,1
8495,Sales & Marketing,Masters & above,region_13,m,other,36.0,5,0
61193,Legal,Below Secondary,region_22,m,other,26.0,1,0
18612,Sales & Marketing,Bachelors,region_22,m,other,26.0,1,0
50665,Procurement,Bachelors,region_16,f,sourcing,38.0,6,0
50512,Technology,Masters & above,region_7,f,other,37.0,8,0
6621,Operations,Bachelors,region_33,m,sourcing,35.0,8,0
10992,HR,Bachelors,region_22,f,referred,29.0,6,0
10742,Sales & Marketing,Bachelors,region_19,m,sourcing,42.0,3,0
33326,Technology,Masters & above,region_31,m,other,35.0,10,0
28711,Finance,Bachelors,region_15,m,other,30.0,7,0
16466,Operations,Bachelors,region_15,m,sourcing,33.0,6,0
71692,Sales & Marketing,Bachelors,region_14,m,sourcing,29.0,3,0
60158,Operations,Below Secondary,region_16,f,other,22.0,1,0
5296,Sales & Marketing,Bachelors,region_28,m,sourcing,27.0,3,0
1415,Technology,Bachelors,region_2,m,other,24.0,1,0
376,R&D,Bachelors,region_16,m,other,36.0,7,0
11139,Procurement,Bachelors,region_2,f,other,34.0,8,0
21667,Technology,Masters & above,region_33,m,sourcing,40.0,4,0
52771,Sales & Marketing,Bachelors,region_25,f,other,27.0,3,0
30283,Analytics,Bachelors,region_5,m,other,31.0,4,0
33431,Sales & Marketing,Masters & above,region_25,m,sourcing,34.0,3,0
10860,R&D,Bachelors,region_7,m,other,32.0,2,0
76614,Technology,Bachelors,region_30,f,sourcing,29.0,1,0
52246,Sales & Marketing,Bachelors,region_2,f,other,28.0,5,0
16337,Procurement,Masters & above,region_10,f,other,44.0,16,1
